alamat,luas_tanah,kecamatan,NJOP_Rp_per_m2,Sertifikat,Sewa_per_Bulan,Aksesbilitas,luas_tanah_m2,Jenis_zona,Aksesibilitas,Tingkat_Keamanan,Kepadatan_Penduduk
"Jl. Tunjungan No. 1, Genteng, Surabaya",LT 1684 m²,Genteng,6195000,SHM,52161900,Buruk,1684.0,Komersial,Buruk,tinggi,52924
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 5252 m²,Benowo,1032000,Lainnya,27100320,Baik,5252.0,Industri,Buruk,tinggi,69938
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,HGB,68735730,Baik,7383.0,Perumahan,Buruk,rendah,62482
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,HGB,87612500,Baik,7009.0,Perumahan,Baik,rendah,50470
"Jl. Raya Lakarsantri No. 10, Surabaya",,Lakarsantri,1032000,Lainnya,7683240,Baik,1489.0,Perumahan,Baik,rendah,59256
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 530 m²,Mulyorejo,1416000,Lainnya,3752400,Buruk,530.0,Komersial,Baik,rendah,86545
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,SHM,136928000,Baik,8558.0,Komersial,Buruk,tinggi,61187
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 1358 m²,Benowo,1032000,HGB,7007280,Buruk,1358.0,Industri,Buruk,tinggi,69938
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 630 m²,Gunung Anyar,1862000,HGB,5865300,Baik,630.0,Industri,Buruk,rendah,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 360 m²,Lakarsantri,1032000,HGB,1857600,Baik,360.0,Komersial,Buruk,rendah,59256
"Jl. Tunjungan No. 1, Genteng, Surabaya",,Genteng,6195000,Lainnya,144622275,Baik,4669.0,Komersial,Baik,rendah,52924
"Jl. Semampir No. 11, Surabaya",,Semampir,1800000,Lainnya,79452000,Baik,8828.0,Perumahan,Baik,tinggi,172669
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,HGB,161675000,Buruk,6467.0,Perumahan,Baik,tinggi,56707
"Jl. Asemrowo No. 1, Surabaya",,Asemrowo,2500000,Lainnya,66525000,Baik,5322.0,Industri,Buruk,rendah,45547
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 213 m²,Tambaksari,2352000,Lainnya,2504880,Buruk,213.0,Perumahan,Buruk,tinggi,214966
"Jl. Raya Gubeng No. 60, Surabaya",LT : 840 m²,Gubeng,5625000,HGB,23625000,Baik,840.0,Komersial,Baik,rendah,123961
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 144 m²,Tambaksari,2352000,HGB,1693440,Buruk,144.0,Perumahan,Buruk,rendah,214966
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 1269 m²,Wiyung,1416000,Lainnya,8984520,Baik,1269.0,Perumahan,Buruk,rendah,71605
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 3600 m²,Benowo,1032000,SHM,18576000,Baik,3600.0,Industri,Buruk,tinggi,69938
"Jl. Semampir No. 11, Surabaya",,Semampir,1800000,HGB,81234000,Baik,9026.0,Komersial,Buruk,tinggi,172669
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 5500 m²,Wiyung,1416000,Lainnya,38940000,Buruk,5500.0,Industri,Buruk,rendah,71605
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 800 m²,Lakarsantri,1032000,SHM,4128000,Baik,800.0,Perumahan,Baik,rendah,59256
"Jl. Wonocolo No. 16, Surabaya",,Wonocolo,2800000,HGB,25242000,Baik,1803.0,Perumahan,Baik,rendah,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 3500 m²,Sambikerep,1032000,HGB,18060000,Baik,3500.0,Perumahan,Buruk,tinggi,63778
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 1916 m²,Gunung Anyar,1862000,Lainnya,17837960,Baik,1916.0,Perumahan,Baik,tinggi,62482
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 450 m²,Rungkut,2352000,SHM,5292000,Buruk,450.0,Perumahan,Baik,rendah,123757
"Jl. Kedungdoro No. 1, Surabaya",LT : 1840 m²,Tegalsari,6805000,SHM,62606000,Baik,1840.0,Komersial,Baik,tinggi,92014
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 210 m²,Lakarsantri,1032000,HGB,1083600,Baik,210.0,Komersial,Baik,tinggi,59256
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 600 m²,Mulyorejo,1416000,HGB,4248000,Baik,600.0,Industri,Buruk,tinggi,86545
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 610 m²,Wiyung,1416000,HGB,4318800,Buruk,610.0,Industri,Buruk,tinggi,71605
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 150 m²,Sambikerep,1032000,HGB,774000,Buruk,150.0,Perumahan,Baik,tinggi,63778
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 1053 m²,Wonokromo,5625000,HGB,29615625,Baik,1053.0,Komersial,Baik,rendah,144650
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 790 m²,Wiyung,1416000,SHM,5593200,Buruk,790.0,Industri,Buruk,tinggi,71605
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 800 m²,Lakarsantri,1032000,SHM,4128000,Baik,800.0,Perumahan,Baik,tinggi,59256
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",,Sambikerep,1032000,HGB,19061040,Buruk,3694.0,Komersial,Buruk,tinggi,63778
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,SHM,97815000,Baik,6521.0,Perumahan,Buruk,tinggi,75315
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,Lainnya,73237500,Baik,5859.0,Industri,Baik,tinggi,86897
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,Lainnya,52352000,Baik,3272.0,Komersial,Baik,tinggi,61187
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,HGB,32387500,Baik,2591.0,Perumahan,Baik,rendah,50470
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 1215 m²,Wiyung,1416000,HGB,8602200,Baik,1215.0,Industri,Buruk,rendah,71605
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,SHM,73791060,Buruk,7926.0,Perumahan,Buruk,tinggi,62482
"Jl. Raya Gubeng No. 60, Surabaya",LT : 1740 m²,Gubeng,5625000,SHM,48937500,Baik,1740.0,Komersial,Baik,rendah,123961
"Jl. Kedungdoro No. 1, Surabaya",,Tegalsari,6805000,HGB,49302225,Buruk,1449.0,Komersial,Buruk,rendah,92014
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",,Sukomanunggal,5625000,Lainnya,213046875,Baik,7575.0,Industri,Buruk,tinggi,101259
"Jl. Gayungan No. 5, Surabaya",,Gayungan,3000000,HGB,74565000,Baik,4971.0,Komersial,Buruk,tinggi,41289
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,Lainnya,99075000,Baik,7926.0,Industri,Buruk,rendah,86897
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Lt 6.615 M2,Rungkut,2352000,Lainnya,70560,Buruk,6.0,Perumahan,Baik,rendah,123757
"Jl. Petemon No. 77, Sawahan, Surabaya",,Sawahan,1416000,SHM,63868680,Buruk,9021.0,Perumahan,Baik,tinggi,188693
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,HGB,124900000,Buruk,9992.0,Perumahan,Buruk,rendah,50470
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,Lainnya,126980000,Buruk,6349.0,Perumahan,Baik,rendah,110557
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",,Sambikerep,1032000,Lainnya,9546000,Baik,1850.0,Industri,Buruk,rendah,63778
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,HGB,75400000,Baik,3770.0,Perumahan,Baik,tinggi,110557
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",LT : 191 m²,Mulyorejo,1416000,HGB,1352280,Buruk,191.0,Komersial,Baik,tinggi,86545
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,HGB,136150000,Baik,5446.0,Komersial,Baik,tinggi,56707
"Jl. Tunjungan No. 1, Genteng, Surabaya",,Genteng,6195000,Lainnya,65450175,Buruk,2113.0,Komersial,Buruk,tinggi,52924
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 13000 m²,Wonokromo,5625000,Lainnya,365625000,Buruk,13000.0,Komersial,Baik,rendah,144650
"Jl. Gayungan No. 5, Surabaya",,Gayungan,3000000,SHM,73155000,Buruk,4877.0,Komersial,Buruk,tinggi,41289
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 2600 m²,Wonokromo,5625000,SHM,73125000,Buruk,2600.0,Komersial,Buruk,tinggi,144650
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 2300 m²,Sawahan,1416000,Lainnya,16284000,Buruk,2300.0,Perumahan,Buruk,tinggi,188693
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",,Mulyorejo,1416000,HGB,12234240,Baik,1728.0,Perumahan,Baik,tinggi,86545
"Jl. Raya Gubeng No. 60, Surabaya",LT : 344 m²,Gubeng,5625000,SHM,9675000,Buruk,344.0,Komersial,Baik,rendah,123961
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 4000 m²,Rungkut,2352000,SHM,47040000,Baik,4000.0,Perumahan,Baik,tinggi,123757
"Jl. Tunjungan No. 1, Genteng, Surabaya",LT : 550 m²,Genteng,6195000,Lainnya,17036250,Baik,550.0,Komersial,Baik,tinggi,52924
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,HGB,47016000,Baik,5224.0,Industri,Baik,tinggi,75315
"Jl. Kedungdoro No. 1, Surabaya",LT : 1200 m²,Tegalsari,6805000,SHM,40830000,Buruk,1200.0,Komersial,Baik,tinggi,92014
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,HGB,144336000,Buruk,9021.0,Industri,Buruk,rendah,61187
"Jl. Kedungdoro No. 1, Surabaya",LT : 4000 m²,Tegalsari,6805000,HGB,136100000,Baik,4000.0,Komersial,Baik,rendah,92014
"Jl. Pakal No. 10, Surabaya",,Pakal,1200000,SHM,25680000,Buruk,4280.0,Industri,Buruk,rendah,59971
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 5252 m²,Wonokromo,5625000,Lainnya,147712500,Buruk,5252.0,Komersial,Baik,tinggi,144650
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",,Wiyung,1416000,Lainnya,7653480,Buruk,1081.0,Industri,Buruk,rendah,71605
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",,Sukomanunggal,5625000,SHM,155250000,Baik,5520.0,Industri,Baik,rendah,101259
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 1250 m²,Lakarsantri,1032000,SHM,6450000,Baik,1250.0,Industri,Baik,tinggi,59256
"Jl. Tandes No. 14, Surabaya",,Tandes,2000000,SHM,43150000,Baik,4315.0,Komersial,Baik,rendah,87511
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",,Rungkut,2352000,HGB,117164880,Baik,9963.0,Perumahan,Baik,tinggi,123757
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 624 m²,Sambikerep,1032000,Lainnya,3219840,Baik,624.0,Perumahan,Buruk,tinggi,63778
"Jl. Kedungdoro No. 1, Surabaya",,Tegalsari,6805000,SHM,328987725,Buruk,9669.0,Komersial,Buruk,tinggi,92014
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 4201 m²,Lakarsantri,1032000,Lainnya,21677160,Baik,4201.0,Perumahan,Baik,rendah,59256
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,Lainnya,144815625,Buruk,5149.0,Komersial,Buruk,rendah,144650
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,SHM,13043310,Buruk,1401.0,Industri,Baik,tinggi,62482
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",LT : 1835 m²,Tambaksari,2352000,SHM,21579600,Baik,1835.0,Perumahan,Buruk,rendah,214966
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 121 m²,Lakarsantri,1032000,Lainnya,624360,Baik,121.0,Komersial,Baik,rendah,59256
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,Lainnya,191220000,Baik,9561.0,Perumahan,Baik,tinggi,110557
"Jl. Tunjungan No. 1, Genteng, Surabaya",,Genteng,6195000,HGB,240706725,Buruk,7771.0,Komersial,Baik,tinggi,52924
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,SHM,97450000,Buruk,3898.0,Perumahan,Baik,rendah,56707
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 2000 m²,Wonokromo,5625000,SHM,56250000,Baik,2000.0,Komersial,Baik,rendah,144650
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",LT : 600 m²,Kenjeran,1862000,SHM,5586000,Buruk,600.0,Perumahan,Baik,rendah,181325
"Jl. Kedungdoro No. 1, Surabaya",LT : 775 m²,Tegalsari,6805000,HGB,26369375,Buruk,775.0,Komersial,Baik,rendah,92014
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 1125 m²,Sambikerep,1032000,SHM,5805000,Buruk,1125.0,Komersial,Baik,rendah,63778
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,SHM,56525000,Baik,4522.0,Perumahan,Baik,tinggi,50470
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",,Wiyung,1416000,SHM,29849280,Baik,4216.0,Komersial,Baik,rendah,71605
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 1840 m²,Wonokromo,5625000,SHM,51750000,Buruk,1840.0,Komersial,Buruk,tinggi,144650
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Lt 834m2,Tambaksari,2352000,SHM,9807840,Buruk,834.0,Perumahan,Baik,rendah,214966
"Jl. Kedungdoro No. 1, Surabaya",LT : 1125 m²,Tegalsari,6805000,HGB,38278125,Baik,1125.0,Komersial,Buruk,rendah,92014
"Jl. Krembangan No. 8, Surabaya",,Krembangan,3500000,HGB,95497500,Baik,5457.0,Industri,Baik,tinggi,109027
"Jl. Gayungan No. 5, Surabaya",,Gayungan,3000000,Lainnya,52380000,Buruk,3492.0,Komersial,Buruk,rendah,41289
"Jl. Jambangan No. 6, Surabaya",,Jambangan,2500000,SHM,100625000,Baik,8050.0,Komersial,Buruk,rendah,50470
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,Lainnya,4087090,Buruk,439.0,Perumahan,Buruk,rendah,62482
"Jl. Raya Gubeng No. 60, Surabaya",LT: 1167 m2,Gubeng,5625000,Lainnya,32821875,Buruk,1167.0,Komersial,Baik,rendah,123961
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,HGB,21328000,Buruk,1333.0,Komersial,Buruk,tinggi,61187
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,SHM,32896000,Buruk,2056.0,Komersial,Buruk,rendah,61187
"Jl. Tunjungan No. 1, Genteng, Surabaya",,Genteng,6195000,HGB,140099925,Baik,4523.0,Komersial,Baik,rendah,52924
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",,Mulyorejo,1416000,SHM,9543840,Buruk,1348.0,Perumahan,Buruk,rendah,86545
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 2000 m²,Lakarsantri,1032000,Lainnya,10320000,Buruk,2000.0,Komersial,Buruk,tinggi,59256
"Jl. Raya Gubeng No. 60, Surabaya",,Gubeng,5625000,Lainnya,167653125,Baik,5961.0,Komersial,Baik,rendah,123961
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 5000 m²,Benowo,1032000,SHM,25800000,Baik,5000.0,Industri,Buruk,tinggi,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",,Wonokromo,5625000,HGB,259031250,Buruk,9210.0,Komersial,Buruk,tinggi,144650
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",LT : 480 m²,Sambikerep,1032000,Lainnya,2476800,Baik,480.0,Komersial,Buruk,rendah,63778
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 95 m²,Lakarsantri,1032000,HGB,490200,Buruk,95.0,Industri,Baik,rendah,59256
"Jl. Kedungdoro No. 1, Surabaya",,Tegalsari,6805000,Lainnya,282747750,Buruk,8310.0,Komersial,Buruk,tinggi,92014
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 200 m²,Gunung Anyar,1862000,HGB,1862000,Baik,200.0,Perumahan,Baik,tinggi,62482
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 160 m²,Benowo,1032000,SHM,825600,Buruk,160.0,Industri,Buruk,rendah,69938
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 1695 m²,Wonokromo,5625000,Lainnya,47671875,Buruk,1695.0,Komersial,Baik,rendah,144650
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 1000 m²,Benowo,1032000,Lainnya,5160000,Buruk,1000.0,Industri,Baik,tinggi,69938
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 10000 m²,Wiyung,1416000,HGB,70800000,Baik,10000.0,Komersial,Buruk,rendah,71605
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,SHM,82494000,Buruk,9166.0,Industri,Buruk,tinggi,75315
"Jl. Dukuh Pakis No. 4, Surabaya",,Dukuh Pakis,5000000,HGB,148900000,Baik,5956.0,Perumahan,Baik,rendah,56707
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",,Mulyorejo,1416000,HGB,25657920,Buruk,3624.0,Industri,Baik,tinggi,86545
"Jl. Bubutan No. 2, Surabaya",,Bubutan,4000000,SHM,127080000,Buruk,6354.0,Komersial,Buruk,tinggi,90646
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",,Sambikerep,1032000,Lainnya,11795760,Baik,2286.0,Industri,Baik,tinggi,63778
"Jl. Tenggilis Mejoyo No. 15, Surabaya",,Tenggilis Mejoyo,3200000,HGB,19824000,Baik,1239.0,Perumahan,Baik,tinggi,61187
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 205 m²,Lakarsantri,1032000,Lainnya,1057800,Buruk,205.0,Perumahan,Buruk,tinggi,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 350 m²,Lakarsantri,1032000,SHM,1806000,Buruk,350.0,Perumahan,Buruk,tinggi,59256
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 834 m²,Wiyung,1416000,Lainnya,5904720,Buruk,834.0,Komersial,Baik,tinggi,71605
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,HGB,186480000,Buruk,9324.0,Perumahan,Baik,tinggi,110557
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",lt 283m2,Wonokromo,5625000,HGB,7959375,Buruk,283.0,Komersial,Buruk,rendah,144650
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",,Rungkut,2352000,Lainnya,45805200,Buruk,3895.0,Perumahan,Buruk,tinggi,123757
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 600 m²,Lakarsantri,1032000,HGB,3096000,Buruk,600.0,Perumahan,Baik,tinggi,59256
"Jl. Kedungdoro No. 1, Surabaya",LT : 544 m²,Tegalsari,6805000,SHM,18509600,Baik,544.0,Komersial,Baik,rendah,92014
"Jl. Tunjungan No. 1, Genteng, Surabaya",,Genteng,6195000,Lainnya,187708500,Baik,6060.0,Komersial,Buruk,tinggi,52924
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 450 m²,Lakarsantri,1032000,HGB,2322000,Buruk,450.0,Industri,Buruk,tinggi,59256
"Jl. Kedungdoro No. 1, Surabaya",LT : 1170 m²,Tegalsari,6805000,HGB,39809250,Buruk,1170.0,Komersial,Baik,rendah,92014
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",,Rungkut,2352000,Lainnya,104252400,Baik,8865.0,Perumahan,Buruk,tinggi,123757
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 521 m²,Lakarsantri,1032000,SHM,2688360,Buruk,521.0,Industri,Baik,tinggi,59256
"Jl. Gayungan No. 5, Surabaya",,Gayungan,3000000,Lainnya,149985000,Baik,9999.0,Komersial,Baik,tinggi,41289
"Jl. Pakal No. 10, Surabaya",,Pakal,1200000,SHM,53658000,Baik,8943.0,Industri,Buruk,tinggi,59971
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",LT : 3290 m²,Wonokromo,5625000,HGB,92531250,Baik,3290.0,Komersial,Buruk,tinggi,144650
"Jl. Raya Gubeng No. 60, Surabaya",LT : 1345 m²,Gubeng,5625000,SHM,37828125,Baik,1345.0,Komersial,Buruk,tinggi,123961
"Jl. Simokerto No. 12, Surabaya",,Simokerto,2500000,HGB,55137500,Buruk,4411.0,Industri,Buruk,rendah,86897
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,SHM,70364980,Baik,7558.0,Perumahan,Baik,rendah,181325
"Jl. Sukolilo No. 13, Surabaya",,Sukolilo,4000000,Lainnya,18460000,Buruk,923.0,Perumahan,Baik,rendah,110557
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 450 m²,Lakarsantri,1032000,Lainnya,2322000,Baik,450.0,Komersial,Baik,tinggi,59256
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,HGB,91023870,Buruk,9777.0,Komersial,Baik,tinggi,62482
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 1500 m²,Gunung Anyar,1862000,Lainnya,13965000,Buruk,1500.0,Komersial,Buruk,rendah,62482
"Jl. Pakal No. 10, Surabaya",,Pakal,1200000,HGB,48768000,Buruk,8128.0,Industri,Baik,tinggi,59971
"Jl. Karang Pilang No. 7, Surabaya",,Karang Pilang,1800000,HGB,34200000,Baik,3800.0,Industri,Buruk,tinggi,75315
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 20000 m²,Benowo,1032000,HGB,103200000,Buruk,20000.0,Industri,Buruk,rendah,69938
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",,Mulyorejo,1416000,SHM,55832880,Baik,7886.0,Perumahan,Buruk,tinggi,86545
"Jl. Pabean Cantikan No. 9, Surabaya",,Pabean Cantikan,3000000,HGB,4305000,Baik,287.0,Komersial,Buruk,tinggi,75315
"Jl. Kedungdoro No. 1, Surabaya",lt 283m2,Tegalsari,6805000,Lainnya,9629075,Baik,283.0,Komersial,Baik,tinggi,92014
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 500 m²,Sukomanunggal,5625000,HGB,14062500,Baik,500.0,Industri,Buruk,rendah,101259
"Jl. Petemon No. 77, Sawahan, Surabaya",LT : 1125 m²,Sawahan,1416000,Lainnya,7965000,Buruk,1125.0,Perumahan,Buruk,rendah,188693
"Jl. Raya Gubeng No. 60, Surabaya",Lt 950m2,Gubeng,5625000,SHM,26718750,Baik,950.0,Komersial,Buruk,tinggi,123961
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 300 m²,Lakarsantri,1032000,Lainnya,1548000,Baik,300.0,Industri,Baik,tinggi,59256
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",,Sambikerep,1032000,HGB,44907480,Baik,8703.0,Industri,Buruk,tinggi,63778
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,Lainnya,68009550,Buruk,7305.0,Perumahan,Buruk,tinggi,181325
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 789 m²,Benowo,1032000,SHM,4071240,Buruk,789.0,Industri,Buruk,tinggi,69938
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 10200 m²,Benowo,1032000,SHM,52632000,Baik,10200.0,Industri,Buruk,tinggi,69938
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",LT : 600 m²,Kenjeran,1862000,SHM,5586000,Baik,600.0,Perumahan,Baik,tinggi,181325
"Jl. Wonocolo No. 16, Surabaya",,Wonocolo,2800000,HGB,132902000,Baik,9493.0,Perumahan,Buruk,rendah,75315
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",LT : 60000 m²,Gunung Anyar,1862000,Lainnya,558600000,Baik,60000.0,Perumahan,Baik,rendah,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 375 m²,Lakarsantri,1032000,HGB,1935000,Baik,375.0,Komersial,Buruk,tinggi,59256
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",,Kenjeran,1862000,Lainnya,58513350,Baik,6285.0,Perumahan,Buruk,rendah,181325
"Jl. Raya Lakarsantri No. 10, Surabaya",LT : 360 m²,Lakarsantri,1032000,Lainnya,1857600,Baik,360.0,Industri,Buruk,rendah,59256
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",LT : 1800 m²,Sukomanunggal,5625000,SHM,50625000,Baik,1800.0,Industri,Buruk,tinggi,101259
"Jl. Raya Sememi No. 15, Benowo, Surabaya",LT : 5000 m²,Benowo,1032000,SHM,25800000,Buruk,5000.0,Industri,Baik,rendah,69938
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",,Tambaksari,2352000,SHM,106874880,Buruk,9088.0,Perumahan,Baik,tinggi,214966
"Jl. Raya Gubeng No. 60, Surabaya",LT : 2835 m²,Gubeng,5625000,HGB,79734375,Baik,2835.0,Komersial,Buruk,rendah,123961
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",LT : 270 m²,Rungkut,2352000,Lainnya,3175200,Buruk,270.0,Perumahan,Baik,tinggi,123757
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",LT : 9000 m²,Wiyung,1416000,HGB,63720000,Buruk,9000.0,Komersial,Buruk,tinggi,71605
"Jl. Raya Lakarsantri No. 10, Surabaya",LT 360 m²,Lakarsantri,1032000,Lainnya,1857600,Buruk,360.0,Komersial,Buruk,tinggi,59256
"Jl. Petemon No. 77, Sawahan, Surabaya",LT 800 m²,Sawahan,1416000,Lainnya,5664000,Baik,800.0,Perumahan,Buruk,tinggi,188693
"Jl. Tunjungan No. 1, Genteng, Surabaya",LT : 5252 m²,Genteng,6195000,SHM,162680700,Baik,5252.0,Komersial,Buruk,tinggi,52924
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",,Gunung Anyar,1862000,HGB,17176950,Buruk,1845.0,Komersial,Buruk,rendah,62482
"Jl. Raya Lakarsantri No. 10, Surabaya",Lt 800m2,Lakarsantri,1032000,SHM,4128000,Baik,800.0,Industri,Buruk,tinggi,59256
"Jl. Raya Lakarsantri No. 10, Surabaya",,Lakarsantri,1032000,SHM,45795000,Baik,8875.0,Industri,Buruk,tinggi,59256
"Jl. Raya Gubeng No. 60, Surabaya",LT : 834 m²,Gubeng,5625000,SHM,23456250,Baik,834.0,Komersial,Buruk,rendah,123961
